,speaker_path,listener_path
1535,NoXI/029_2016-04-06_Nottingham/Expert_video/11,NoXI/029_2016-04-06_Nottingham/Novice_video/11
1536,NoXI/029_2016-04-06_Nottingham/Expert_video/12,NoXI/029_2016-04-06_Nottingham/Novice_video/12
1537,NoXI/029_2016-04-06_Nottingham/Expert_video/13,NoXI/029_2016-04-06_Nottingham/Novice_video/13
1538,NoXI/029_2016-04-06_Nottingham/Expert_video/14,NoXI/029_2016-04-06_Nottingham/Novice_video/14
1539,NoXI/029_2016-04-06_Nottingham/Expert_video/15,NoXI/029_2016-04-06_Nottingham/Novice_video/15
1540,NoXI/029_2016-04-06_Nottingham/Expert_video/16,NoXI/029_2016-04-06_Nottingham/Novice_video/16
1541,NoXI/029_2016-04-06_Nottingham/Expert_video/17,NoXI/029_2016-04-06_Nottingham/Novice_video/17
1542,NoXI/029_2016-04-06_Nottingham/Expert_video/18,NoXI/029_2016-04-06_Nottingham/Novice_video/18
1543,NoXI/029_2016-04-06_Nottingham/Expert_video/19,NoXI/029_2016-04-06_Nottingham/Novice_video/19
1544,NoXI/029_2016-04-06_Nottingham/Expert_video/20,NoXI/029_2016-04-06_Nottingham/Novice_video/20
1545,NoXI/029_2016-04-06_Nottingham/Expert_video/21,NoXI/029_2016-04-06_Nottingham/Novice_video/21
1546,NoXI/029_2016-04-06_Nottingham/Expert_video/22,NoXI/029_2016-04-06_Nottingham/Novice_video/22
1547,NoXI/029_2016-04-06_Nottingham/Expert_video/23,NoXI/029_2016-04-06_Nottingham/Novice_video/23
1548,NoXI/029_2016-04-06_Nottingham/Expert_video/24,NoXI/029_2016-04-06_Nottingham/Novice_video/24
1549,NoXI/029_2016-04-06_Nottingham/Expert_video/25,NoXI/029_2016-04-06_Nottingham/Novice_video/25
1550,NoXI/029_2016-04-06_Nottingham/Expert_video/26,NoXI/029_2016-04-06_Nottingham/Novice_video/26
1551,NoXI/029_2016-04-06_Nottingham/Expert_video/27,NoXI/029_2016-04-06_Nottingham/Novice_video/27
1552,NoXI/030_2016-04-06_Nottingham/Expert_video/1,NoXI/030_2016-04-06_Nottingham/Novice_video/1
1553,NoXI/030_2016-04-06_Nottingham/Expert_video/2,NoXI/030_2016-04-06_Nottingham/Novice_video/2
1554,NoXI/030_2016-04-06_Nottingham/Expert_video/3,NoXI/030_2016-04-06_Nottingham/Novice_video/3
1555,NoXI/030_2016-04-06_Nottingham/Expert_video/4,NoXI/030_2016-04-06_Nottingham/Novice_video/4
1556,NoXI/030_2016-04-06_Nottingham/Expert_video/5,NoXI/030_2016-04-06_Nottingham/Novice_video/5
1557,NoXI/030_2016-04-06_Nottingham/Expert_video/6,NoXI/030_2016-04-06_Nottingham/Novice_video/6
1558,NoXI/030_2016-04-06_Nottingham/Expert_video/7,NoXI/030_2016-04-06_Nottingham/Novice_video/7
1559,NoXI/030_2016-04-06_Nottingham/Expert_video/8,NoXI/030_2016-04-06_Nottingham/Novice_video/8
1560,NoXI/030_2016-04-06_Nottingham/Expert_video/9,NoXI/030_2016-04-06_Nottingham/Novice_video/9
1561,NoXI/030_2016-04-06_Nottingham/Expert_video/10,NoXI/030_2016-04-06_Nottingham/Novice_video/10
1562,NoXI/030_2016-04-06_Nottingham/Expert_video/11,NoXI/030_2016-04-06_Nottingham/Novice_video/11
1563,NoXI/030_2016-04-06_Nottingham/Expert_video/12,NoXI/030_2016-04-06_Nottingham/Novice_video/12
1564,NoXI/030_2016-04-06_Nottingham/Expert_video/13,NoXI/030_2016-04-06_Nottingham/Novice_video/13
1565,NoXI/030_2016-04-06_Nottingham/Expert_video/14,NoXI/030_2016-04-06_Nottingham/Novice_video/14
1566,NoXI/030_2016-04-06_Nottingham/Expert_video/15,NoXI/030_2016-04-06_Nottingham/Novice_video/15
1567,NoXI/030_2016-04-06_Nottingham/Expert_video/16,NoXI/030_2016-04-06_Nottingham/Novice_video/16
1568,NoXI/030_2016-04-06_Nottingham/Expert_video/17,NoXI/030_2016-04-06_Nottingham/Novice_video/17
1569,NoXI/030_2016-04-06_Nottingham/Expert_video/18,NoXI/030_2016-04-06_Nottingham/Novice_video/18
1570,NoXI/030_2016-04-06_Nottingham/Expert_video/19,NoXI/030_2016-04-06_Nottingham/Novice_video/19
1571,NoXI/030_2016-04-06_Nottingham/Expert_video/20,NoXI/030_2016-04-06_Nottingham/Novice_video/20
1572,NoXI/030_2016-04-06_Nottingham/Expert_video/21,NoXI/030_2016-04-06_Nottingham/Novice_video/21
1573,NoXI/060_2016-04-14_Nottingham/Expert_video/1,NoXI/060_2016-04-14_Nottingham/Novice_video/1
1574,NoXI/060_2016-04-14_Nottingham/Expert_video/2,NoXI/060_2016-04-14_Nottingham/Novice_video/2
1575,NoXI/060_2016-04-14_Nottingham/Expert_video/3,NoXI/060_2016-04-14_Nottingham/Novice_video/3
1576,NoXI/060_2016-04-14_Nottingham/Expert_video/4,NoXI/060_2016-04-14_Nottingham/Novice_video/4
1577,NoXI/060_2016-04-14_Nottingham/Expert_video/5,NoXI/060_2016-04-14_Nottingham/Novice_video/5
1578,NoXI/060_2016-04-14_Nottingham/Expert_video/6,NoXI/060_2016-04-14_Nottingham/Novice_video/6
1579,NoXI/060_2016-04-14_Nottingham/Expert_video/7,NoXI/060_2016-04-14_Nottingham/Novice_video/7
1580,NoXI/060_2016-04-14_Nottingham/Expert_video/8,NoXI/060_2016-04-14_Nottingham/Novice_video/8
1581,NoXI/060_2016-04-14_Nottingham/Expert_video/9,NoXI/060_2016-04-14_Nottingham/Novice_video/9
1582,NoXI/060_2016-04-14_Nottingham/Expert_video/10,NoXI/060_2016-04-14_Nottingham/Novice_video/10
1583,NoXI/060_2016-04-14_Nottingham/Expert_video/11,NoXI/060_2016-04-14_Nottingham/Novice_video/11
1584,NoXI/060_2016-04-14_Nottingham/Expert_video/12,NoXI/060_2016-04-14_Nottingham/Novice_video/12
1585,NoXI/060_2016-04-14_Nottingham/Expert_video/13,NoXI/060_2016-04-14_Nottingham/Novice_video/13
1586,NoXI/060_2016-04-14_Nottingham/Expert_video/14,NoXI/060_2016-04-14_Nottingham/Novice_video/14
1587,NoXI/060_2016-04-14_Nottingham/Expert_video/15,NoXI/060_2016-04-14_Nottingham/Novice_video/15
1588,NoXI/060_2016-04-14_Nottingham/Expert_video/16,NoXI/060_2016-04-14_Nottingham/Novice_video/16
1589,NoXI/060_2016-04-14_Nottingham/Expert_video/17,NoXI/060_2016-04-14_Nottingham/Novice_video/17
1590,NoXI/060_2016-04-14_Nottingham/Expert_video/18,NoXI/060_2016-04-14_Nottingham/Novice_video/18
1591,NoXI/060_2016-04-14_Nottingham/Expert_video/19,NoXI/060_2016-04-14_Nottingham/Novice_video/19
1592,NoXI/060_2016-04-14_Nottingham/Expert_video/20,NoXI/060_2016-04-14_Nottingham/Novice_video/20
1593,NoXI/060_2016-04-14_Nottingham/Expert_video/21,NoXI/060_2016-04-14_Nottingham/Novice_video/21
1594,NoXI/060_2016-04-14_Nottingham/Expert_video/22,NoXI/060_2016-04-14_Nottingham/Novice_video/22
1595,NoXI/060_2016-04-14_Nottingham/Expert_video/23,NoXI/060_2016-04-14_Nottingham/Novice_video/23
1596,NoXI/060_2016-04-14_Nottingham/Expert_video/24,NoXI/060_2016-04-14_Nottingham/Novice_video/24
1597,NoXI/060_2016-04-14_Nottingham/Expert_video/25,NoXI/060_2016-04-14_Nottingham/Novice_video/25
1598,NoXI/060_2016-04-14_Nottingham/Expert_video/26,NoXI/060_2016-04-14_Nottingham/Novice_video/26
1599,NoXI/060_2016-04-14_Nottingham/Expert_video/27,NoXI/060_2016-04-14_Nottingham/Novice_video/27
1600,NoXI/060_2016-04-14_Nottingham/Expert_video/28,NoXI/060_2016-04-14_Nottingham/Novice_video/28
1601,NoXI/060_2016-04-14_Nottingham/Expert_video/29,NoXI/060_2016-04-14_Nottingham/Novice_video/29
1602,NoXI/060_2016-04-14_Nottingham/Expert_video/30,NoXI/060_2016-04-14_Nottingham/Novice_video/30
1603,NoXI/060_2016-04-14_Nottingham/Expert_video/31,NoXI/060_2016-04-14_Nottingham/Novice_video/31
1604,NoXI/060_2016-04-14_Nottingham/Expert_video/32,NoXI/060_2016-04-14_Nottingham/Novice_video/32
1605,NoXI/060_2016-04-14_Nottingham/Expert_video/33,NoXI/060_2016-04-14_Nottingham/Novice_video/33
1606,NoXI/060_2016-04-14_Nottingham/Expert_video/34,NoXI/060_2016-04-14_Nottingham/Novice_video/34
1607,NoXI/060_2016-04-14_Nottingham/Expert_video/35,NoXI/060_2016-04-14_Nottingham/Novice_video/35
1608,NoXI/060_2016-04-14_Nottingham/Expert_video/36,NoXI/060_2016-04-14_Nottingham/Novice_video/36
1609,NoXI/060_2016-04-14_Nottingham/Expert_video/37,NoXI/060_2016-04-14_Nottingham/Novice_video/37
1610,NoXI/060_2016-04-14_Nottingham/Expert_video/38,NoXI/060_2016-04-14_Nottingham/Novice_video/38
1611,NoXI/060_2016-04-14_Nottingham/Expert_video/39,NoXI/060_2016-04-14_Nottingham/Novice_video/39
1612,NoXI/060_2016-04-14_Nottingham/Expert_video/40,NoXI/060_2016-04-14_Nottingham/Novice_video/40
1613,NoXI/060_2016-04-14_Nottingham/Expert_video/41,NoXI/060_2016-04-14_Nottingham/Novice_video/41
1614,NoXI/060_2016-04-14_Nottingham/Expert_video/42,NoXI/060_2016-04-14_Nottingham/Novice_video/42
1615,NoXI/060_2016-04-14_Nottingham/Expert_video/43,NoXI/060_2016-04-14_Nottingham/Novice_video/43
1616,NoXI/060_2016-04-14_Nottingham/Expert_video/44,NoXI/060_2016-04-14_Nottingham/Novice_video/44
1617,NoXI/060_2016-04-14_Nottingham/Expert_video/45,NoXI/060_2016-04-14_Nottingham/Novice_video/45
1618,NoXI/060_2016-04-14_Nottingham/Expert_video/46,NoXI/060_2016-04-14_Nottingham/Novice_video/46
1619,NoXI/060_2016-04-14_Nottingham/Expert_video/47,NoXI/060_2016-04-14_Nottingham/Novice_video/47
1620,NoXI/060_2016-04-14_Nottingham/Expert_video/48,NoXI/060_2016-04-14_Nottingham/Novice_video/48
1621,NoXI/060_2016-04-14_Nottingham/Expert_video/49,NoXI/060_2016-04-14_Nottingham/Novice_video/49
1622,NoXI/060_2016-04-14_Nottingham/Expert_video/50,NoXI/060_2016-04-14_Nottingham/Novice_video/50
1623,NoXI/060_2016-04-14_Nottingham/Expert_video/51,NoXI/060_2016-04-14_Nottingham/Novice_video/51
1624,NoXI/060_2016-04-14_Nottingham/Expert_video/52,NoXI/060_2016-04-14_Nottingham/Novice_video/52
1625,NoXI/060_2016-04-14_Nottingham/Expert_video/53,NoXI/060_2016-04-14_Nottingham/Novice_video/53
1626,NoXI/060_2016-04-14_Nottingham/Expert_video/54,NoXI/060_2016-04-14_Nottingham/Novice_video/54
1627,NoXI/060_2016-04-14_Nottingham/Expert_video/55,NoXI/060_2016-04-14_Nottingham/Novice_video/55
1628,NoXI/060_2016-04-14_Nottingham/Expert_video/56,NoXI/060_2016-04-14_Nottingham/Novice_video/56
1629,NoXI/060_2016-04-14_Nottingham/Expert_video/57,NoXI/060_2016-04-14_Nottingham/Novice_video/57
1630,NoXI/061_2016-04-14_Nottingham/Expert_video/1,NoXI/061_2016-04-14_Nottingham/Novice_video/1
1631,NoXI/061_2016-04-14_Nottingham/Expert_video/2,NoXI/061_2016-04-14_Nottingham/Novice_video/2
1632,NoXI/061_2016-04-14_Nottingham/Expert_video/3,NoXI/061_2016-04-14_Nottingham/Novice_video/3
1633,NoXI/061_2016-04-14_Nottingham/Expert_video/4,NoXI/061_2016-04-14_Nottingham/Novice_video/4
1634,NoXI/061_2016-04-14_Nottingham/Expert_video/5,NoXI/061_2016-04-14_Nottingham/Novice_video/5
1635,NoXI/061_2016-04-14_Nottingham/Expert_video/6,NoXI/061_2016-04-14_Nottingham/Novice_video/6
1636,NoXI/061_2016-04-14_Nottingham/Expert_video/7,NoXI/061_2016-04-14_Nottingham/Novice_video/7
1637,NoXI/061_2016-04-14_Nottingham/Expert_video/8,NoXI/061_2016-04-14_Nottingham/Novice_video/8
1638,NoXI/061_2016-04-14_Nottingham/Expert_video/9,NoXI/061_2016-04-14_Nottingham/Novice_video/9
1639,NoXI/061_2016-04-14_Nottingham/Expert_video/10,NoXI/061_2016-04-14_Nottingham/Novice_video/10
1640,NoXI/061_2016-04-14_Nottingham/Expert_video/11,NoXI/061_2016-04-14_Nottingham/Novice_video/11
1641,NoXI/061_2016-04-14_Nottingham/Expert_video/12,NoXI/061_2016-04-14_Nottingham/Novice_video/12
1642,NoXI/061_2016-04-14_Nottingham/Expert_video/13,NoXI/061_2016-04-14_Nottingham/Novice_video/13
1643,NoXI/061_2016-04-14_Nottingham/Expert_video/14,NoXI/061_2016-04-14_Nottingham/Novice_video/14
1644,NoXI/061_2016-04-14_Nottingham/Expert_video/15,NoXI/061_2016-04-14_Nottingham/Novice_video/15
1645,NoXI/061_2016-04-14_Nottingham/Expert_video/16,NoXI/061_2016-04-14_Nottingham/Novice_video/16
1646,NoXI/061_2016-04-14_Nottingham/Expert_video/17,NoXI/061_2016-04-14_Nottingham/Novice_video/17
1647,NoXI/061_2016-04-14_Nottingham/Expert_video/18,NoXI/061_2016-04-14_Nottingham/Novice_video/18
1648,NoXI/061_2016-04-14_Nottingham/Expert_video/19,NoXI/061_2016-04-14_Nottingham/Novice_video/19
1649,NoXI/061_2016-04-14_Nottingham/Expert_video/20,NoXI/061_2016-04-14_Nottingham/Novice_video/20
1650,NoXI/061_2016-04-14_Nottingham/Expert_video/21,NoXI/061_2016-04-14_Nottingham/Novice_video/21
1651,NoXI/061_2016-04-14_Nottingham/Expert_video/22,NoXI/061_2016-04-14_Nottingham/Novice_video/22
1652,NoXI/061_2016-04-14_Nottingham/Expert_video/23,NoXI/061_2016-04-14_Nottingham/Novice_video/23
1653,NoXI/061_2016-04-14_Nottingham/Expert_video/24,NoXI/061_2016-04-14_Nottingham/Novice_video/24
1654,NoXI/061_2016-04-14_Nottingham/Expert_video/25,NoXI/061_2016-04-14_Nottingham/Novice_video/25
1655,NoXI/061_2016-04-14_Nottingham/Expert_video/26,NoXI/061_2016-04-14_Nottingham/Novice_video/26
1656,NoXI/061_2016-04-14_Nottingham/Expert_video/27,NoXI/061_2016-04-14_Nottingham/Novice_video/27
1657,NoXI/061_2016-04-14_Nottingham/Expert_video/28,NoXI/061_2016-04-14_Nottingham/Novice_video/28
1658,NoXI/061_2016-04-14_Nottingham/Expert_video/29,NoXI/061_2016-04-14_Nottingham/Novice_video/29
1659,NoXI/061_2016-04-14_Nottingham/Expert_video/30,NoXI/061_2016-04-14_Nottingham/Novice_video/30
1660,NoXI/061_2016-04-14_Nottingham/Expert_video/31,NoXI/061_2016-04-14_Nottingham/Novice_video/31
1661,NoXI/061_2016-04-14_Nottingham/Expert_video/32,NoXI/061_2016-04-14_Nottingham/Novice_video/32
1662,NoXI/061_2016-04-14_Nottingham/Expert_video/33,NoXI/061_2016-04-14_Nottingham/Novice_video/33
1663,NoXI/061_2016-04-14_Nottingham/Expert_video/34,NoXI/061_2016-04-14_Nottingham/Novice_video/34
1664,NoXI/061_2016-04-14_Nottingham/Expert_video/35,NoXI/061_2016-04-14_Nottingham/Novice_video/35
1665,NoXI/061_2016-04-14_Nottingham/Expert_video/36,NoXI/061_2016-04-14_Nottingham/Novice_video/36
1666,NoXI/061_2016-04-14_Nottingham/Expert_video/37,NoXI/061_2016-04-14_Nottingham/Novice_video/37
1667,NoXI/061_2016-04-14_Nottingham/Expert_video/38,NoXI/061_2016-04-14_Nottingham/Novice_video/38
1668,NoXI/061_2016-04-14_Nottingham/Expert_video/39,NoXI/061_2016-04-14_Nottingham/Novice_video/39
1669,NoXI/061_2016-04-14_Nottingham/Expert_video/40,NoXI/061_2016-04-14_Nottingham/Novice_video/40
1670,NoXI/061_2016-04-14_Nottingham/Expert_video/41,NoXI/061_2016-04-14_Nottingham/Novice_video/41
1671,NoXI/061_2016-04-14_Nottingham/Expert_video/42,NoXI/061_2016-04-14_Nottingham/Novice_video/42
1672,NoXI/047_2016-04-07_Nottingham/Expert_video/1,NoXI/047_2016-04-07_Nottingham/Novice_video/1
1673,NoXI/047_2016-04-07_Nottingham/Expert_video/2,NoXI/047_2016-04-07_Nottingham/Novice_video/2
1674,NoXI/047_2016-04-07_Nottingham/Expert_video/3,NoXI/047_2016-04-07_Nottingham/Novice_video/3
1675,NoXI/047_2016-04-07_Nottingham/Expert_video/4,NoXI/047_2016-04-07_Nottingham/Novice_video/4
1676,NoXI/047_2016-04-07_Nottingham/Expert_video/5,NoXI/047_2016-04-07_Nottingham/Novice_video/5
1677,NoXI/047_2016-04-07_Nottingham/Expert_video/6,NoXI/047_2016-04-07_Nottingham/Novice_video/6
1678,NoXI/047_2016-04-07_Nottingham/Expert_video/7,NoXI/047_2016-04-07_Nottingham/Novice_video/7
1679,NoXI/047_2016-04-07_Nottingham/Expert_video/8,NoXI/047_2016-04-07_Nottingham/Novice_video/8
1680,NoXI/047_2016-04-07_Nottingham/Expert_video/9,NoXI/047_2016-04-07_Nottingham/Novice_video/9
1681,NoXI/047_2016-04-07_Nottingham/Expert_video/10,NoXI/047_2016-04-07_Nottingham/Novice_video/10
1682,NoXI/047_2016-04-07_Nottingham/Expert_video/11,NoXI/047_2016-04-07_Nottingham/Novice_video/11
1683,NoXI/047_2016-04-07_Nottingham/Expert_video/12,NoXI/047_2016-04-07_Nottingham/Novice_video/12
1684,NoXI/047_2016-04-07_Nottingham/Expert_video/13,NoXI/047_2016-04-07_Nottingham/Novice_video/13
1685,NoXI/047_2016-04-07_Nottingham/Expert_video/14,NoXI/047_2016-04-07_Nottingham/Novice_video/14
1686,NoXI/047_2016-04-07_Nottingham/Expert_video/15,NoXI/047_2016-04-07_Nottingham/Novice_video/15
1687,NoXI/047_2016-04-07_Nottingham/Expert_video/16,NoXI/047_2016-04-07_Nottingham/Novice_video/16
1688,NoXI/047_2016-04-07_Nottingham/Expert_video/17,NoXI/047_2016-04-07_Nottingham/Novice_video/17
1689,NoXI/047_2016-04-07_Nottingham/Expert_video/18,NoXI/047_2016-04-07_Nottingham/Novice_video/18
1690,NoXI/047_2016-04-07_Nottingham/Expert_video/19,NoXI/047_2016-04-07_Nottingham/Novice_video/19
1691,NoXI/047_2016-04-07_Nottingham/Expert_video/20,NoXI/047_2016-04-07_Nottingham/Novice_video/20
1692,NoXI/047_2016-04-07_Nottingham/Expert_video/21,NoXI/047_2016-04-07_Nottingham/Novice_video/21
1693,NoXI/047_2016-04-07_Nottingham/Expert_video/22,NoXI/047_2016-04-07_Nottingham/Novice_video/22
1694,NoXI/047_2016-04-07_Nottingham/Expert_video/23,NoXI/047_2016-04-07_Nottingham/Novice_video/23
1695,NoXI/047_2016-04-07_Nottingham/Expert_video/24,NoXI/047_2016-04-07_Nottingham/Novice_video/24
1696,NoXI/047_2016-04-07_Nottingham/Expert_video/25,NoXI/047_2016-04-07_Nottingham/Novice_video/25
1697,NoXI/047_2016-04-07_Nottingham/Expert_video/26,NoXI/047_2016-04-07_Nottingham/Novice_video/26
1698,NoXI/047_2016-04-07_Nottingham/Expert_video/27,NoXI/047_2016-04-07_Nottingham/Novice_video/27
1699,NoXI/047_2016-04-07_Nottingham/Expert_video/28,NoXI/047_2016-04-07_Nottingham/Novice_video/28
1700,NoXI/047_2016-04-07_Nottingham/Expert_video/29,NoXI/047_2016-04-07_Nottingham/Novice_video/29
1701,NoXI/047_2016-04-07_Nottingham/Expert_video/30,NoXI/047_2016-04-07_Nottingham/Novice_video/30
1702,NoXI/047_2016-04-07_Nottingham/Expert_video/31,NoXI/047_2016-04-07_Nottingham/Novice_video/31
1703,NoXI/047_2016-04-07_Nottingham/Expert_video/32,NoXI/047_2016-04-07_Nottingham/Novice_video/32
1704,NoXI/047_2016-04-07_Nottingham/Expert_video/33,NoXI/047_2016-04-07_Nottingham/Novice_video/33
1705,NoXI/047_2016-04-07_Nottingham/Expert_video/34,NoXI/047_2016-04-07_Nottingham/Novice_video/34
1706,NoXI/047_2016-04-07_Nottingham/Expert_video/35,NoXI/047_2016-04-07_Nottingham/Novice_video/35
1707,NoXI/047_2016-04-07_Nottingham/Expert_video/36,NoXI/047_2016-04-07_Nottingham/Novice_video/36
1708,NoXI/047_2016-04-07_Nottingham/Expert_video/37,NoXI/047_2016-04-07_Nottingham/Novice_video/37
1709,NoXI/047_2016-04-07_Nottingham/Expert_video/38,NoXI/047_2016-04-07_Nottingham/Novice_video/38
1710,NoXI/047_2016-04-07_Nottingham/Expert_video/39,NoXI/047_2016-04-07_Nottingham/Novice_video/39
1711,NoXI/047_2016-04-07_Nottingham/Expert_video/40,NoXI/047_2016-04-07_Nottingham/Novice_video/40
1712,NoXI/047_2016-04-07_Nottingham/Expert_video/41,NoXI/047_2016-04-07_Nottingham/Novice_video/41
1713,NoXI/047_2016-04-07_Nottingham/Expert_video/42,NoXI/047_2016-04-07_Nottingham/Novice_video/42
1714,NoXI/047_2016-04-07_Nottingham/Expert_video/43,NoXI/047_2016-04-07_Nottingham/Novice_video/43
1715,NoXI/046_2016-04-07_Nottingham/Expert_video/1,NoXI/046_2016-04-07_Nottingham/Novice_video/1
1716,NoXI/046_2016-04-07_Nottingham/Expert_video/2,NoXI/046_2016-04-07_Nottingham/Novice_video/2
1717,NoXI/046_2016-04-07_Nottingham/Expert_video/3,NoXI/046_2016-04-07_Nottingham/Novice_video/3
1718,NoXI/046_2016-04-07_Nottingham/Expert_video/4,NoXI/046_2016-04-07_Nottingham/Novice_video/4
1719,NoXI/046_2016-04-07_Nottingham/Expert_video/5,NoXI/046_2016-04-07_Nottingham/Novice_video/5
1720,NoXI/046_2016-04-07_Nottingham/Expert_video/6,NoXI/046_2016-04-07_Nottingham/Novice_video/6
1721,NoXI/046_2016-04-07_Nottingham/Expert_video/7,NoXI/046_2016-04-07_Nottingham/Novice_video/7
1722,NoXI/046_2016-04-07_Nottingham/Expert_video/8,NoXI/046_2016-04-07_Nottingham/Novice_video/8
1723,NoXI/046_2016-04-07_Nottingham/Expert_video/9,NoXI/046_2016-04-07_Nottingham/Novice_video/9
1750,NoXI/057_2016-04-14_Nottingham/Expert_video/1,NoXI/057_2016-04-14_Nottingham/Novice_video/1
1751,NoXI/057_2016-04-14_Nottingham/Expert_video/2,NoXI/057_2016-04-14_Nottingham/Novice_video/2
1752,NoXI/057_2016-04-14_Nottingham/Expert_video/3,NoXI/057_2016-04-14_Nottingham/Novice_video/3
1753,NoXI/057_2016-04-14_Nottingham/Expert_video/4,NoXI/057_2016-04-14_Nottingham/Novice_video/4
1754,NoXI/057_2016-04-14_Nottingham/Expert_video/5,NoXI/057_2016-04-14_Nottingham/Novice_video/5
1755,NoXI/057_2016-04-14_Nottingham/Expert_video/6,NoXI/057_2016-04-14_Nottingham/Novice_video/6
1756,NoXI/057_2016-04-14_Nottingham/Expert_video/7,NoXI/057_2016-04-14_Nottingham/Novice_video/7
1757,NoXI/057_2016-04-14_Nottingham/Expert_video/8,NoXI/057_2016-04-14_Nottingham/Novice_video/8
1758,NoXI/057_2016-04-14_Nottingham/Expert_video/9,NoXI/057_2016-04-14_Nottingham/Novice_video/9
1759,NoXI/057_2016-04-14_Nottingham/Expert_video/10,NoXI/057_2016-04-14_Nottingham/Novice_video/10
1760,NoXI/057_2016-04-14_Nottingham/Expert_video/11,NoXI/057_2016-04-14_Nottingham/Novice_video/11
1761,NoXI/057_2016-04-14_Nottingham/Expert_video/12,NoXI/057_2016-04-14_Nottingham/Novice_video/12
1762,NoXI/057_2016-04-14_Nottingham/Expert_video/13,NoXI/057_2016-04-14_Nottingham/Novice_video/13
1763,NoXI/057_2016-04-14_Nottingham/Expert_video/14,NoXI/057_2016-04-14_Nottingham/Novice_video/14
1764,NoXI/057_2016-04-14_Nottingham/Expert_video/15,NoXI/057_2016-04-14_Nottingham/Novice_video/15
1765,NoXI/057_2016-04-14_Nottingham/Expert_video/16,NoXI/057_2016-04-14_Nottingham/Novice_video/16
1766,NoXI/057_2016-04-14_Nottingham/Expert_video/17,NoXI/057_2016-04-14_Nottingham/Novice_video/17
1767,NoXI/057_2016-04-14_Nottingham/Expert_video/18,NoXI/057_2016-04-14_Nottingham/Novice_video/18
1768,NoXI/057_2016-04-14_Nottingham/Expert_video/19,NoXI/057_2016-04-14_Nottingham/Novice_video/19
1769,NoXI/057_2016-04-14_Nottingham/Expert_video/20,NoXI/057_2016-04-14_Nottingham/Novice_video/20
1770,NoXI/057_2016-04-14_Nottingham/Expert_video/21,NoXI/057_2016-04-14_Nottingham/Novice_video/21
1771,NoXI/057_2016-04-14_Nottingham/Expert_video/22,NoXI/057_2016-04-14_Nottingham/Novice_video/22
1772,NoXI/057_2016-04-14_Nottingham/Expert_video/23,NoXI/057_2016-04-14_Nottingham/Novice_video/23
1773,NoXI/057_2016-04-14_Nottingham/Expert_video/24,NoXI/057_2016-04-14_Nottingham/Novice_video/24
1774,NoXI/057_2016-04-14_Nottingham/Expert_video/25,NoXI/057_2016-04-14_Nottingham/Novice_video/25
1775,NoXI/057_2016-04-14_Nottingham/Expert_video/26,NoXI/057_2016-04-14_Nottingham/Novice_video/26
1776,NoXI/057_2016-04-14_Nottingham/Expert_video/27,NoXI/057_2016-04-14_Nottingham/Novice_video/27
1777,NoXI/057_2016-04-14_Nottingham/Expert_video/28,NoXI/057_2016-04-14_Nottingham/Novice_video/28
1778,NoXI/057_2016-04-14_Nottingham/Expert_video/29,NoXI/057_2016-04-14_Nottingham/Novice_video/29
1779,NoXI/057_2016-04-14_Nottingham/Expert_video/30,NoXI/057_2016-04-14_Nottingham/Novice_video/30
1780,NoXI/057_2016-04-14_Nottingham/Expert_video/31,NoXI/057_2016-04-14_Nottingham/Novice_video/31
1781,NoXI/057_2016-04-14_Nottingham/Expert_video/32,NoXI/057_2016-04-14_Nottingham/Novice_video/32
1782,NoXI/057_2016-04-14_Nottingham/Expert_video/33,NoXI/057_2016-04-14_Nottingham/Novice_video/33
1783,NoXI/056_2016-04-14_Nottingham/Expert_video/1,NoXI/056_2016-04-14_Nottingham/Novice_video/1
1784,NoXI/056_2016-04-14_Nottingham/Expert_video/2,NoXI/056_2016-04-14_Nottingham/Novice_video/2
1785,NoXI/056_2016-04-14_Nottingham/Expert_video/3,NoXI/056_2016-04-14_Nottingham/Novice_video/3
1786,NoXI/056_2016-04-14_Nottingham/Expert_video/4,NoXI/056_2016-04-14_Nottingham/Novice_video/4
1787,NoXI/056_2016-04-14_Nottingham/Expert_video/5,NoXI/056_2016-04-14_Nottingham/Novice_video/5
1788,NoXI/056_2016-04-14_Nottingham/Expert_video/6,NoXI/056_2016-04-14_Nottingham/Novice_video/6
1789,NoXI/056_2016-04-14_Nottingham/Expert_video/7,NoXI/056_2016-04-14_Nottingham/Novice_video/7
1790,NoXI/056_2016-04-14_Nottingham/Expert_video/8,NoXI/056_2016-04-14_Nottingham/Novice_video/8
1791,NoXI/056_2016-04-14_Nottingham/Expert_video/9,NoXI/056_2016-04-14_Nottingham/Novice_video/9
1792,NoXI/056_2016-04-14_Nottingham/Expert_video/10,NoXI/056_2016-04-14_Nottingham/Novice_video/10
1793,NoXI/056_2016-04-14_Nottingham/Expert_video/11,NoXI/056_2016-04-14_Nottingham/Novice_video/11
1794,NoXI/056_2016-04-14_Nottingham/Expert_video/12,NoXI/056_2016-04-14_Nottingham/Novice_video/12
1795,NoXI/056_2016-04-14_Nottingham/Expert_video/13,NoXI/056_2016-04-14_Nottingham/Novice_video/13
1796,NoXI/056_2016-04-14_Nottingham/Expert_video/14,NoXI/056_2016-04-14_Nottingham/Novice_video/14
1797,NoXI/056_2016-04-14_Nottingham/Expert_video/15,NoXI/056_2016-04-14_Nottingham/Novice_video/15
